  0%|          | 0/4390 [00:00<?, ?it/s]Column 'positive' is at index 0, whereas a column with this name is usually expected at index 1. Note that the column order can be important for some losses, e.g. MultipleNegativesRankingLoss will always consider the first column as the anchor and the second as the positive, regardless of the dataset column names. Consider renaming the columns to match the expected order, e.g.:
dataset = dataset.select_columns(['anchor', 'positive', 'negative'])
                                                  
{'loss': 2.3752, 'grad_norm': 77.42386627197266, 'learning_rate': 2.2779043280182232e-08, 'epoch': 0.02}
{'loss': 0.4291, 'grad_norm': 6.619144916534424, 'learning_rate': 1e-06, 'epoch': 4.78}
{'loss': 0.3987, 'grad_norm': 7.247949600219727, 'learning_rate': 1e-06, 'epoch': 4.81}
{'loss': 0.4827, 'grad_norm': 8.358138084411621, 'learning_rate': 1e-06, 'epoch': 4.83}
{'loss': 0.4626, 'grad_norm': 6.8472580909729, 'learning_rate': 1e-06, 'epoch': 4.85}
{'loss': 0.4377, 'grad_norm': 6.88441276550293, 'learning_rate': 1e-06, 'epoch': 4.87}
{'loss': 0.4267, 'grad_norm': 7.177515983581543, 'learning_rate': 1e-06, 'epoch': 4.9}
{'loss': 0.3611, 'grad_norm': 7.094610691070557, 'learning_rate': 1e-06, 'epoch': 4.92}
{'loss': 0.5482, 'grad_norm': 8.904794692993164, 'learning_rate': 1e-06, 'epoch': 4.94}
{'loss': 0.356, 'grad_norm': 7.095020771026611, 'learning_rate': 1e-06, 'epoch': 4.97}
{'loss': 0.447, 'grad_norm': 21.553560256958008, 'learning_rate': 1e-06, 'epoch': 4.99}
{'eval_dim_768_cosine_accuracy@1': 0.5471146822498174, 'eval_dim_768_cosine_accuracy@3': 0.6855368882395909, 'eval_dim_768_cosine_accuracy@5': 0.7348429510591673, 'eval_dim_768_cosine_accuracy@10': 0.8025931336742148, 'eval_dim_768_cosine_precision@1': 0.5471146822498174, 'eval_dim_768_cosine_precision@3': 0.22851229607986365, 'eval_dim_768_cosine_precision@5': 0.14696859021183345, 'eval_dim_768_cosine_precision@10': 0.08025931336742148, 'eval_dim_768_cosine_recall@1': 0.5471146822498174, 'eval_dim_768_cosine_recall@3': 0.6855368882395909, 'eval_dim_768_cosine_recall@5': 0.7348429510591673, 'eval_dim_768_cosine_recall@10': 0.8025931336742148, 'eval_dim_768_cosine_ndcg@10': 0.6712369359127915, 'eval_dim_768_cosine_mrr@10': 0.6296674087214635, 'eval_dim_768_cosine_map@100': 0.6358769441036967, 'eval_runtime': 8.4546, 'eval_samples_per_second': 0.0, 'eval_steps_per_second': 0.0, 'epoch': 5.0}
{'loss': 0.4452, 'grad_norm': 7.475061893463135, 'learning_rate': 1e-06, 'epoch': 5.01}
{'loss': 0.4619, 'grad_norm': 15.005935668945312, 'learning_rate': 1e-06, 'epoch': 5.03}
{'loss': 0.394, 'grad_norm': 41.16202926635742, 'learning_rate': 1e-06, 'epoch': 5.06}
{'loss': 0.4329, 'grad_norm': 7.6602463722229, 'learning_rate': 1e-06, 'epoch': 5.08}
{'loss': 0.4215, 'grad_norm': 18.258508682250977, 'learning_rate': 1e-06, 'epoch': 5.1}
{'loss': 0.4091, 'grad_norm': 8.262560844421387, 'learning_rate': 1e-06, 'epoch': 5.13}
{'loss': 0.404, 'grad_norm': 11.727716445922852, 'learning_rate': 1e-06, 'epoch': 5.15}
{'loss': 0.4352, 'grad_norm': 6.986602306365967, 'learning_rate': 1e-06, 'epoch': 5.17}
{'loss': 0.3903, 'grad_norm': 5.719999313354492, 'learning_rate': 1e-06, 'epoch': 5.19}
{'loss': 0.437, 'grad_norm': 80.32906341552734, 'learning_rate': 1e-06, 'epoch': 5.22}
{'loss': 0.4462, 'grad_norm': 7.6535820960998535, 'learning_rate': 1e-06, 'epoch': 5.24}
{'loss': 0.4277, 'grad_norm': 7.454704761505127, 'learning_rate': 1e-06, 'epoch': 5.26}
{'loss': 0.3892, 'grad_norm': 5.874568939208984, 'learning_rate': 1e-06, 'epoch': 5.28}
{'loss': 0.3811, 'grad_norm': 10.186059951782227, 'learning_rate': 1e-06, 'epoch': 5.31}
{'loss': 0.4676, 'grad_norm': 7.727437496185303, 'learning_rate': 1e-06, 'epoch': 5.33}
{'loss': 0.4832, 'grad_norm': 6.44831657409668, 'learning_rate': 1e-06, 'epoch': 5.35}
{'loss': 0.4636, 'grad_norm': 12.276593208312988, 'learning_rate': 1e-06, 'epoch': 5.38}
{'loss': 0.3879, 'grad_norm': 31.53545570373535, 'learning_rate': 1e-06, 'epoch': 5.4}
{'loss': 0.4037, 'grad_norm': 4.449672698974609, 'learning_rate': 1e-06, 'epoch': 5.42}
{'loss': 0.4376, 'grad_norm': 16.80445671081543, 'learning_rate': 1e-06, 'epoch': 5.44}
{'loss': 0.4257, 'grad_norm': 6.126121997833252, 'learning_rate': 1e-06, 'epoch': 5.47}
{'loss': 0.4185, 'grad_norm': 5.846096038818359, 'learning_rate': 1e-06, 'epoch': 5.49}
{'loss': 0.4754, 'grad_norm': 8.80033016204834, 'learning_rate': 1e-06, 'epoch': 5.51}
{'loss': 0.4244, 'grad_norm': 7.216793537139893, 'learning_rate': 1e-06, 'epoch': 5.54}
{'loss': 0.4249, 'grad_norm': 14.955416679382324, 'learning_rate': 1e-06, 'epoch': 5.56}
{'loss': 0.3802, 'grad_norm': 4.9738593101501465, 'learning_rate': 1e-06, 'epoch': 5.58}
{'loss': 0.3751, 'grad_norm': 6.180511951446533, 'learning_rate': 1e-06, 'epoch': 5.6}
{'loss': 0.4518, 'grad_norm': 7.729158401489258, 'learning_rate': 1e-06, 'epoch': 5.63}
{'loss': 0.4204, 'grad_norm': 7.701838970184326, 'learning_rate': 1e-06, 'epoch': 5.65}
{'loss': 0.4477, 'grad_norm': 38.42186737060547, 'learning_rate': 1e-06, 'epoch': 5.67}
{'loss': 0.4147, 'grad_norm': 5.845837116241455, 'learning_rate': 1e-06, 'epoch': 5.69}
{'loss': 0.3953, 'grad_norm': 5.460107803344727, 'learning_rate': 1e-06, 'epoch': 5.72}
{'loss': 0.4046, 'grad_norm': 8.245199203491211, 'learning_rate': 1e-06, 'epoch': 5.74}
{'loss': 0.3889, 'grad_norm': 8.352885246276855, 'learning_rate': 1e-06, 'epoch': 5.76}
{'loss': 0.4182, 'grad_norm': 7.011206150054932, 'learning_rate': 1e-06, 'epoch': 5.79}
{'loss': 0.4026, 'grad_norm': 18.319517135620117, 'learning_rate': 1e-06, 'epoch': 5.81}
{'loss': 0.4685, 'grad_norm': 7.321240425109863, 'learning_rate': 1e-06, 'epoch': 5.83}
{'loss': 0.3645, 'grad_norm': 104.02909851074219, 'learning_rate': 1e-06, 'epoch': 5.85}
{'loss': 0.3955, 'grad_norm': 6.958736896514893, 'learning_rate': 1e-06, 'epoch': 5.88}
{'loss': 0.3604, 'grad_norm': 11.511756896972656, 'learning_rate': 1e-06, 'epoch': 5.9}
{'loss': 0.3893, 'grad_norm': 44.359375, 'learning_rate': 1e-06, 'epoch': 5.92}
{'loss': 0.4212, 'grad_norm': 5.858015060424805, 'learning_rate': 1e-06, 'epoch': 5.95}
{'loss': 0.4277, 'grad_norm': 6.822670936584473, 'learning_rate': 1e-06, 'epoch': 5.97}
{'loss': 0.3744, 'grad_norm': 14.859030723571777, 'learning_rate': 1e-06, 'epoch': 5.99}
{'eval_dim_768_cosine_accuracy@1': 0.5588020452885317, 'eval_dim_768_cosine_accuracy@3': 0.697954711468225, 'eval_dim_768_cosine_accuracy@5': 0.745982468955442, 'eval_dim_768_cosine_accuracy@10': 0.8097151205259313, 'eval_dim_768_cosine_precision@1': 0.5588020452885317, 'eval_dim_768_cosine_precision@3': 0.23265157048940832, 'eval_dim_768_cosine_precision@5': 0.14919649379108837, 'eval_dim_768_cosine_precision@10': 0.08097151205259313, 'eval_dim_768_cosine_recall@1': 0.5588020452885317, 'eval_dim_768_cosine_recall@3': 0.697954711468225, 'eval_dim_768_cosine_recall@5': 0.745982468955442, 'eval_dim_768_cosine_recall@10': 0.8097151205259313, 'eval_dim_768_cosine_ndcg@10': 0.6815424418960856, 'eval_dim_768_cosine_mrr@10': 0.6408581602838369, 'eval_dim_768_cosine_map@100': 0.6470695384814064, 'eval_runtime': 8.9034, 'eval_samples_per_second': 0.0, 'eval_steps_per_second': 0.0, 'epoch': 6.0}
{'loss': 0.336, 'grad_norm': 8.56214714050293, 'learning_rate': 1e-06, 'epoch': 6.01}
{'loss': 0.4101, 'grad_norm': 9.626450538635254, 'learning_rate': 1e-06, 'epoch': 6.04}
{'loss': 0.4501, 'grad_norm': 19.892669677734375, 'learning_rate': 1e-06, 'epoch': 6.06}
{'loss': 0.4022, 'grad_norm': 7.782044410705566, 'learning_rate': 1e-06, 'epoch': 6.08}
{'loss': 0.416, 'grad_norm': 7.205139636993408, 'learning_rate': 1e-06, 'epoch': 6.1}
{'loss': 0.4373, 'grad_norm': 14.486474990844727, 'learning_rate': 1e-06, 'epoch': 6.13}
{'loss': 0.4039, 'grad_norm': 8.039380073547363, 'learning_rate': 1e-06, 'epoch': 6.15}
{'loss': 0.3904, 'grad_norm': 7.729371070861816, 'learning_rate': 1e-06, 'epoch': 6.17}
{'loss': 0.3755, 'grad_norm': 384.86834716796875, 'learning_rate': 1e-06, 'epoch': 6.2}
{'loss': 0.4357, 'grad_norm': 7.927183151245117, 'learning_rate': 1e-06, 'epoch': 6.22}
{'loss': 0.4375, 'grad_norm': 7.699748516082764, 'learning_rate': 1e-06, 'epoch': 6.24}
{'loss': 0.3612, 'grad_norm': 13.330455780029297, 'learning_rate': 1e-06, 'epoch': 6.26}
{'loss': 0.3547, 'grad_norm': 31.311800003051758, 'learning_rate': 1e-06, 'epoch': 6.29}
{'loss': 0.4081, 'grad_norm': 5.717208385467529, 'learning_rate': 1e-06, 'epoch': 6.31}
{'loss': 0.3488, 'grad_norm': 8.175325393676758, 'learning_rate': 1e-06, 'epoch': 6.33}
{'loss': 0.3901, 'grad_norm': 5.779000759124756, 'learning_rate': 1e-06, 'epoch': 6.36}
{'loss': 0.4082, 'grad_norm': 8.158537864685059, 'learning_rate': 1e-06, 'epoch': 6.38}
{'loss': 0.3832, 'grad_norm': 6.219796180725098, 'learning_rate': 1e-06, 'epoch': 6.4}
{'loss': 0.3813, 'grad_norm': 7.000082015991211, 'learning_rate': 1e-06, 'epoch': 6.42}
{'loss': 0.372, 'grad_norm': 5.615926742553711, 'learning_rate': 1e-06, 'epoch': 6.45}
{'loss': 0.3929, 'grad_norm': 11.743107795715332, 'learning_rate': 1e-06, 'epoch': 6.47}
{'loss': 0.389, 'grad_norm': 8.148736953735352, 'learning_rate': 1e-06, 'epoch': 6.49}
{'loss': 0.3731, 'grad_norm': 5.578462600708008, 'learning_rate': 1e-06, 'epoch': 6.51}
{'loss': 0.3748, 'grad_norm': 7.520207405090332, 'learning_rate': 1e-06, 'epoch': 6.54}
{'loss': 0.4157, 'grad_norm': 5.1591572761535645, 'learning_rate': 1e-06, 'epoch': 6.56}
{'loss': 0.3746, 'grad_norm': 7.395366191864014, 'learning_rate': 1e-06, 'epoch': 6.58}
{'loss': 0.3849, 'grad_norm': 10.590182304382324, 'learning_rate': 1e-06, 'epoch': 6.61}
{'loss': 0.3752, 'grad_norm': 7.295125484466553, 'learning_rate': 1e-06, 'epoch': 6.63}
{'loss': 0.4178, 'grad_norm': 16.1938533782959, 'learning_rate': 1e-06, 'epoch': 6.65}
{'loss': 0.343, 'grad_norm': 8.258054733276367, 'learning_rate': 1e-06, 'epoch': 6.67}
{'loss': 0.375, 'grad_norm': 9.67842960357666, 'learning_rate': 1e-06, 'epoch': 6.7}
{'loss': 0.3992, 'grad_norm': 6.501504421234131, 'learning_rate': 1e-06, 'epoch': 6.72}
{'loss': 0.3416, 'grad_norm': 9.506756782531738, 'learning_rate': 1e-06, 'epoch': 6.74}
{'loss': 0.3483, 'grad_norm': 13.232573509216309, 'learning_rate': 1e-06, 'epoch': 6.77}
{'loss': 0.3354, 'grad_norm': 6.147329330444336, 'learning_rate': 1e-06, 'epoch': 6.79}
{'loss': 0.3783, 'grad_norm': 4.689465522766113, 'learning_rate': 1e-06, 'epoch': 6.81}
{'loss': 0.3378, 'grad_norm': 6.394392967224121, 'learning_rate': 1e-06, 'epoch': 6.83}
{'loss': 0.3855, 'grad_norm': 82.00802612304688, 'learning_rate': 1e-06, 'epoch': 6.86}
{'loss': 0.3828, 'grad_norm': 6.63561487197876, 'learning_rate': 1e-06, 'epoch': 6.88}
{'loss': 0.3529, 'grad_norm': 11.783257484436035, 'learning_rate': 1e-06, 'epoch': 6.9}
{'loss': 0.4085, 'grad_norm': 8.050762176513672, 'learning_rate': 1e-06, 'epoch': 6.92}
{'loss': 0.4287, 'grad_norm': 10.179838180541992, 'learning_rate': 1e-06, 'epoch': 6.95}
{'loss': 0.438, 'grad_norm': 9.571895599365234, 'learning_rate': 1e-06, 'epoch': 6.97}
{'loss': 0.4084, 'grad_norm': 6.507087230682373, 'learning_rate': 1e-06, 'epoch': 6.99}
{'eval_dim_768_cosine_accuracy@1': 0.5679327976625274, 'eval_dim_768_cosine_accuracy@3': 0.7032505478451424, 'eval_dim_768_cosine_accuracy@5': 0.7536523009495982, 'eval_dim_768_cosine_accuracy@10': 0.816654492330168, 'eval_dim_768_cosine_precision@1': 0.5679327976625274, 'eval_dim_768_cosine_precision@3': 0.2344168492817141, 'eval_dim_768_cosine_precision@5': 0.15073046018991962, 'eval_dim_768_cosine_precision@10': 0.0816654492330168, 'eval_dim_768_cosine_recall@1': 0.5679327976625274, 'eval_dim_768_cosine_recall@3': 0.7032505478451424, 'eval_dim_768_cosine_recall@5': 0.7536523009495982, 'eval_dim_768_cosine_recall@10': 0.816654492330168, 'eval_dim_768_cosine_ndcg@10': 0.6890987197273442, 'eval_dim_768_cosine_mrr@10': 0.648675678574328, 'eval_dim_768_cosine_map@100': 0.6547648598243377, 'eval_runtime': 9.1744, 'eval_samples_per_second': 0.0, 'eval_steps_per_second': 0.0, 'epoch': 7.0}
{'loss': 0.3326, 'grad_norm': 4.727916717529297, 'learning_rate': 1e-06, 'epoch': 7.02}
{'loss': 0.3659, 'grad_norm': 6.2808637619018555, 'learning_rate': 1e-06, 'epoch': 7.04}
{'loss': 0.3633, 'grad_norm': 7.516702651977539, 'learning_rate': 1e-06, 'epoch': 7.06}
{'loss': 0.3254, 'grad_norm': 7.301611423492432, 'learning_rate': 1e-06, 'epoch': 7.08}
{'loss': 0.3876, 'grad_norm': 13.487955093383789, 'learning_rate': 1e-06, 'epoch': 7.11}
{'loss': 0.3928, 'grad_norm': 7.739379405975342, 'learning_rate': 1e-06, 'epoch': 7.13}
{'loss': 0.3762, 'grad_norm': 9.751871109008789, 'learning_rate': 1e-06, 'epoch': 7.15}
{'loss': 0.3642, 'grad_norm': 16.341047286987305, 'learning_rate': 1e-06, 'epoch': 7.18}
{'loss': 0.3534, 'grad_norm': 6.915524005889893, 'learning_rate': 1e-06, 'epoch': 7.2}
{'loss': 0.3901, 'grad_norm': 5.0578508377075195, 'learning_rate': 1e-06, 'epoch': 7.22}
{'loss': 0.3863, 'grad_norm': 7.976308822631836, 'learning_rate': 1e-06, 'epoch': 7.24}
{'loss': 0.3961, 'grad_norm': 17.846256256103516, 'learning_rate': 1e-06, 'epoch': 7.27}
{'loss': 0.4048, 'grad_norm': 15.172810554504395, 'learning_rate': 1e-06, 'epoch': 7.29}
{'loss': 0.3493, 'grad_norm': 6.263014793395996, 'learning_rate': 1e-06, 'epoch': 7.31}
{'loss': 0.3616, 'grad_norm': 6.269042491912842, 'learning_rate': 1e-06, 'epoch': 7.33}
{'loss': 0.3833, 'grad_norm': 7.672373294830322, 'learning_rate': 1e-06, 'epoch': 7.36}
{'loss': 0.3644, 'grad_norm': 5.448241233825684, 'learning_rate': 1e-06, 'epoch': 7.38}
{'loss': 0.3717, 'grad_norm': 6.230949878692627, 'learning_rate': 1e-06, 'epoch': 7.4}
{'loss': 0.39, 'grad_norm': 9.435013771057129, 'learning_rate': 1e-06, 'epoch': 7.43}
{'loss': 0.3434, 'grad_norm': 5.486617565155029, 'learning_rate': 1e-06, 'epoch': 7.45}
{'loss': 0.331, 'grad_norm': 16.746492385864258, 'learning_rate': 1e-06, 'epoch': 7.47}
{'loss': 0.3564, 'grad_norm': 21.647192001342773, 'learning_rate': 1e-06, 'epoch': 7.49}
{'loss': 0.3305, 'grad_norm': 5.677126407623291, 'learning_rate': 1e-06, 'epoch': 7.52}
{'loss': 0.3855, 'grad_norm': 6.31213903427124, 'learning_rate': 1e-06, 'epoch': 7.54}
{'loss': 0.3403, 'grad_norm': 6.513172149658203, 'learning_rate': 1e-06, 'epoch': 7.56}
{'loss': 0.3645, 'grad_norm': 8.417204856872559, 'learning_rate': 1e-06, 'epoch': 7.59}
{'loss': 0.3629, 'grad_norm': 6.560006618499756, 'learning_rate': 1e-06, 'epoch': 7.61}
{'loss': 0.3814, 'grad_norm': 7.071683883666992, 'learning_rate': 1e-06, 'epoch': 7.63}
{'loss': 0.4628, 'grad_norm': 6.605803489685059, 'learning_rate': 1e-06, 'epoch': 7.65}
{'loss': 0.3206, 'grad_norm': 7.553600788116455, 'learning_rate': 1e-06, 'epoch': 7.68}
{'loss': 0.3978, 'grad_norm': 17.152782440185547, 'learning_rate': 1e-06, 'epoch': 7.7}
{'loss': 0.3765, 'grad_norm': 6.040100574493408, 'learning_rate': 1e-06, 'epoch': 7.72}
{'loss': 0.3763, 'grad_norm': 13.500771522521973, 'learning_rate': 1e-06, 'epoch': 7.74}
{'loss': 0.3558, 'grad_norm': 9.752700805664062, 'learning_rate': 1e-06, 'epoch': 7.77}
{'loss': 0.3471, 'grad_norm': 14.572159767150879, 'learning_rate': 1e-06, 'epoch': 7.79}
{'loss': 0.3334, 'grad_norm': 7.03269100189209, 'learning_rate': 1e-06, 'epoch': 7.81}
{'loss': 0.3646, 'grad_norm': 4.597261428833008, 'learning_rate': 1e-06, 'epoch': 7.84}
{'loss': 0.33, 'grad_norm': 6.477610111236572, 'learning_rate': 1e-06, 'epoch': 7.86}
{'loss': 0.3915, 'grad_norm': 7.1409196853637695, 'learning_rate': 1e-06, 'epoch': 7.88}
{'loss': 0.3927, 'grad_norm': 7.753421306610107, 'learning_rate': 1e-06, 'epoch': 7.9}
{'loss': 0.3162, 'grad_norm': 7.143385410308838, 'learning_rate': 1e-06, 'epoch': 7.93}
{'loss': 0.3626, 'grad_norm': 4.597165107727051, 'learning_rate': 1e-06, 'epoch': 7.95}
{'loss': 0.417, 'grad_norm': 6.874013423919678, 'learning_rate': 1e-06, 'epoch': 7.97}
{'loss': 0.3276, 'grad_norm': 20.4244327545166, 'learning_rate': 1e-06, 'epoch': 8.0}
{'eval_dim_768_cosine_accuracy@1': 0.5768809349890431, 'eval_dim_768_cosine_accuracy@3': 0.7118334550766984, 'eval_dim_768_cosine_accuracy@5': 0.7622352081811541, 'eval_dim_768_cosine_accuracy@10': 0.8261504747991234, 'eval_dim_768_cosine_precision@1': 0.5768809349890431, 'eval_dim_768_cosine_precision@3': 0.23727781835889944, 'eval_dim_768_cosine_precision@5': 0.15244704163623082, 'eval_dim_768_cosine_precision@10': 0.08261504747991234, 'eval_dim_768_cosine_recall@1': 0.5768809349890431, 'eval_dim_768_cosine_recall@3': 0.7118334550766984, 'eval_dim_768_cosine_recall@5': 0.7622352081811541, 'eval_dim_768_cosine_recall@10': 0.8261504747991234, 'eval_dim_768_cosine_ndcg@10': 0.6973918979954304, 'eval_dim_768_cosine_mrr@10': 0.6566751597157022, 'eval_dim_768_cosine_map@100': 0.6624569417576939, 'eval_runtime': 8.4998, 'eval_samples_per_second': 0.0, 'eval_steps_per_second': 0.0, 'epoch': 8.0}
{'loss': 0.3699, 'grad_norm': 8.157901763916016, 'learning_rate': 1e-06, 'epoch': 8.02}
{'loss': 0.3508, 'grad_norm': 6.496159076690674, 'learning_rate': 1e-06, 'epoch': 8.04}
{'loss': 0.3714, 'grad_norm': 7.1955485343933105, 'learning_rate': 1e-06, 'epoch': 8.06}
{'loss': 0.3781, 'grad_norm': 5.9146728515625, 'learning_rate': 1e-06, 'epoch': 8.09}
{'loss': 0.3568, 'grad_norm': 6.884819030761719, 'learning_rate': 1e-06, 'epoch': 8.11}
{'loss': 0.3006, 'grad_norm': 3.7798900604248047, 'learning_rate': 1e-06, 'epoch': 8.13}
{'loss': 0.3303, 'grad_norm': 9.261283874511719, 'learning_rate': 1e-06, 'epoch': 8.15}
{'loss': 0.3411, 'grad_norm': 4.0200347900390625, 'learning_rate': 1e-06, 'epoch': 8.18}
{'loss': 0.322, 'grad_norm': 11.618304252624512, 'learning_rate': 1e-06, 'epoch': 8.2}
{'loss': 0.3652, 'grad_norm': 6.37884521484375, 'learning_rate': 1e-06, 'epoch': 8.22}
{'loss': 0.3693, 'grad_norm': 36.85182571411133, 'learning_rate': 1e-06, 'epoch': 8.25}
{'loss': 0.3122, 'grad_norm': 5.044075012207031, 'learning_rate': 1e-06, 'epoch': 8.27}
{'loss': 0.3061, 'grad_norm': 27.73781394958496, 'learning_rate': 1e-06, 'epoch': 8.29}
{'loss': 0.373, 'grad_norm': 42.68606948852539, 'learning_rate': 1e-06, 'epoch': 8.31}
{'loss': 0.3808, 'grad_norm': 5.6870198249816895, 'learning_rate': 1e-06, 'epoch': 8.34}
{'loss': 0.3665, 'grad_norm': 12.294668197631836, 'learning_rate': 1e-06, 'epoch': 8.36}
{'loss': 0.3873, 'grad_norm': 5.841856479644775, 'learning_rate': 1e-06, 'epoch': 8.38}
{'loss': 0.3132, 'grad_norm': 56.35806655883789, 'learning_rate': 1e-06, 'epoch': 8.41}
{'loss': 0.3644, 'grad_norm': 6.512269973754883, 'learning_rate': 1e-06, 'epoch': 8.43}
{'loss': 0.3333, 'grad_norm': 256.4561462402344, 'learning_rate': 1e-06, 'epoch': 8.45}
{'loss': 0.3387, 'grad_norm': 10.090020179748535, 'learning_rate': 1e-06, 'epoch': 8.47}
{'loss': 0.4287, 'grad_norm': 6.9473748207092285, 'learning_rate': 1e-06, 'epoch': 8.5}
{'loss': 0.3701, 'grad_norm': 10.402902603149414, 'learning_rate': 1e-06, 'epoch': 8.52}
{'loss': 0.3377, 'grad_norm': 7.154279708862305, 'learning_rate': 1e-06, 'epoch': 8.54}
{'loss': 0.2802, 'grad_norm': 4.599253177642822, 'learning_rate': 1e-06, 'epoch': 8.56}
{'loss': 0.3169, 'grad_norm': 10.785859107971191, 'learning_rate': 1e-06, 'epoch': 8.59}
{'loss': 0.2937, 'grad_norm': 6.403812885284424, 'learning_rate': 1e-06, 'epoch': 8.61}
{'loss': 0.3255, 'grad_norm': 9.563007354736328, 'learning_rate': 1e-06, 'epoch': 8.63}
{'loss': 0.3692, 'grad_norm': 6.718303203582764, 'learning_rate': 1e-06, 'epoch': 8.66}
{'loss': 0.3219, 'grad_norm': 6.762133598327637, 'learning_rate': 1e-06, 'epoch': 8.68}
{'loss': 0.374, 'grad_norm': 14.619795799255371, 'learning_rate': 1e-06, 'epoch': 8.7}
{'loss': 0.3182, 'grad_norm': 4.624773025512695, 'learning_rate': 1e-06, 'epoch': 8.72}
{'loss': 0.3529, 'grad_norm': 47.16584777832031, 'learning_rate': 1e-06, 'epoch': 8.75}
{'loss': 0.3526, 'grad_norm': 5.740204811096191, 'learning_rate': 1e-06, 'epoch': 8.77}
{'loss': 0.3551, 'grad_norm': 10.635753631591797, 'learning_rate': 1e-06, 'epoch': 8.79}
{'loss': 0.3348, 'grad_norm': 5.809736728668213, 'learning_rate': 1e-06, 'epoch': 8.82}
{'loss': 0.3326, 'grad_norm': 5.311000347137451, 'learning_rate': 1e-06, 'epoch': 8.84}
{'loss': 0.3552, 'grad_norm': 9.567516326904297, 'learning_rate': 1e-06, 'epoch': 8.86}
{'loss': 0.3241, 'grad_norm': 5.845285892486572, 'learning_rate': 1e-06, 'epoch': 8.88}
{'loss': 0.3329, 'grad_norm': 4.9823689460754395, 'learning_rate': 1e-06, 'epoch': 8.91}
{'loss': 0.365, 'grad_norm': 7.581859111785889, 'learning_rate': 1e-06, 'epoch': 8.93}
{'loss': 0.3123, 'grad_norm': 5.284815788269043, 'learning_rate': 1e-06, 'epoch': 8.95}
{'loss': 0.2979, 'grad_norm': 4.445099353790283, 'learning_rate': 1e-06, 'epoch': 8.97}
{'loss': 0.3397, 'grad_norm': 6.189309597015381, 'learning_rate': 1e-06, 'epoch': 9.0}
{'eval_dim_768_cosine_accuracy@1': 0.581446311176041, 'eval_dim_768_cosine_accuracy@3': 0.7176771365960555, 'eval_dim_768_cosine_accuracy@5': 0.7678962746530315, 'eval_dim_768_cosine_accuracy@10': 0.8301680058436816, 'eval_dim_768_cosine_precision@1': 0.581446311176041, 'eval_dim_768_cosine_precision@3': 0.23922571219868516, 'eval_dim_768_cosine_precision@5': 0.15357925493060626, 'eval_dim_768_cosine_precision@10': 0.08301680058436814, 'eval_dim_768_cosine_recall@1': 0.581446311176041, 'eval_dim_768_cosine_recall@3': 0.7176771365960555, 'eval_dim_768_cosine_recall@5': 0.7678962746530315, 'eval_dim_768_cosine_recall@10': 0.8301680058436816, 'eval_dim_768_cosine_ndcg@10': 0.7025983420830022, 'eval_dim_768_cosine_mrr@10': 0.6621863659025842, 'eval_dim_768_cosine_map@100': 0.6679558614754474, 'eval_runtime': 8.8171, 'eval_samples_per_second': 0.0, 'eval_steps_per_second': 0.0, 'epoch': 9.0}
{'loss': 0.3199, 'grad_norm': 5.53601598739624, 'learning_rate': 1e-06, 'epoch': 9.02}
{'loss': 0.3667, 'grad_norm': 4.864619255065918, 'learning_rate': 1e-06, 'epoch': 9.04}
{'loss': 0.2874, 'grad_norm': 6.998106479644775, 'learning_rate': 1e-06, 'epoch': 9.07}
{'loss': 0.3664, 'grad_norm': 8.069084167480469, 'learning_rate': 1e-06, 'epoch': 9.09}
{'loss': 0.309, 'grad_norm': 6.530119895935059, 'learning_rate': 1e-06, 'epoch': 9.11}
{'loss': 0.3554, 'grad_norm': 6.169805526733398, 'learning_rate': 1e-06, 'epoch': 9.13}
{'loss': 0.2985, 'grad_norm': 6.14966344833374, 'learning_rate': 1e-06, 'epoch': 9.16}
{'loss': 0.2929, 'grad_norm': 4.72324275970459, 'learning_rate': 1e-06, 'epoch': 9.18}
{'loss': 0.3339, 'grad_norm': 5.33853006362915, 'learning_rate': 1e-06, 'epoch': 9.2}
{'loss': 0.3234, 'grad_norm': 5.976006984710693, 'learning_rate': 1e-06, 'epoch': 9.23}
{'loss': 0.3226, 'grad_norm': 14.25169849395752, 'learning_rate': 1e-06, 'epoch': 9.25}
{'loss': 0.3451, 'grad_norm': 5.959437847137451, 'learning_rate': 1e-06, 'epoch': 9.27}
{'loss': 0.3313, 'grad_norm': 5.938327312469482, 'learning_rate': 1e-06, 'epoch': 9.29}
{'loss': 0.3122, 'grad_norm': 4.642382621765137, 'learning_rate': 1e-06, 'epoch': 9.32}
{'loss': 0.3393, 'grad_norm': 7.771829605102539, 'learning_rate': 1e-06, 'epoch': 9.34}
{'loss': 0.3599, 'grad_norm': 5.541452884674072, 'learning_rate': 1e-06, 'epoch': 9.36}
{'loss': 0.3399, 'grad_norm': 8.619219779968262, 'learning_rate': 1e-06, 'epoch': 9.38}
{'loss': 0.3276, 'grad_norm': 7.681727886199951, 'learning_rate': 1e-06, 'epoch': 9.41}
{'loss': 0.3129, 'grad_norm': 5.40956449508667, 'learning_rate': 1e-06, 'epoch': 9.43}
{'loss': 0.3203, 'grad_norm': 5.137548446655273, 'learning_rate': 1e-06, 'epoch': 9.45}
{'loss': 0.3173, 'grad_norm': 12.743599891662598, 'learning_rate': 1e-06, 'epoch': 9.48}
{'loss': 0.2809, 'grad_norm': 4.500489711761475, 'learning_rate': 1e-06, 'epoch': 9.5}
